title,artist,audio_url,lyrics,tags,hint,answer
"스물다섯, 스물하나",자우림,"https://singsonggame.s3.amazonaws.com/audios/스물다섯,스물하나_자우림_trimmed.mp3","바람에 날려 꽃이 지는 계절엔
아직도 너의 손을 잡은 듯 그런 듯해
그때는 아직 꽃이 아름다운 걸
지금처럼 사무치게 알지 못했어
우~ 너의 향기가 바람에 실려 오네
우~ 영원할 줄 알았던 스물다섯, 스물하나
그날의 바다는 퍽 다정했었지
아직도 나의 손에 잡힐 듯 그런 듯해
부서지는 햇살 속에 너와 내가 있어
가슴 시리도록 행복한 꿈을 꾸었지
우~ 그날의 노래가 바람에 실려오네
우~ 영원할 줄 알았던 지난 날의 너와 나","10년대,밴드,여자 가수,인디","ㅅㅁㄷㅅ, ㅅㅁㅎㄴ","스물다섯,스물하나"
매직 카펫 라이드,자우림,https://singsonggame.s3.amazonaws.com/audios/매직카펫라이드_자우림_trimmed.mp3,"이렇게 멋진 파란 하늘 위로
나르는 마법 융단을 타고
이렇게 멋진 푸른 세상 속을 나르는 우리 두 사람.
신경 쓰지 마요 그렇고 그런 얘기들
골치 아픈일은 내일로 미뤄버려요
인생은 한 번 뿐 후회하지마요
진짜로 가지고 싶은 걸 가져요
이렇게 멋진 파란 하늘 위에
지어진 마법 정원으로 와요
색색의 보석 꽃과 노루 비단
달콤한 우리 두 사람
웬일인지 인생이 재미 없다면
지난 일은 모두 다 잊어버려요
기회는 한번 뿐 실수하지 마요
진짜로 해내고 싶은 걸 찾아요
용감하게 씩씩하게 오늘의 당신을 버려봐요","00년대,밴드,여자 가수,인디",ㅁㅈ ㅋㅍ ㄹㅇㄷ,매직카펫라이드
하하하쏭,자우림,https://singsonggame.s3.amazonaws.com/audios/하하하쏭_자우림_trimmed.mp3,"모든 게 그대를 우울하게 만드는 날이면
이 노래를 불러보게
아직은 가슴에 불꽃이 남은 그대여
지지 말고 싸워주게 hey-hey-hey-hey
라라라라 후회는
저 하늘에 날리고
라라라라 라라라라 친구여
새롭게 태어나게
비굴한 인생은 그대에게는 어울리지 않는다네
당당히 고개를 들게 친구여 지금이 시작이라네
라라라라 마음에
가득히 꽃 피우고
라라라라 라라라라 친구여
마음껏 웃어보게
하! 하하! 하하!
하! 하하! 하하!
하! 하하! 하하!
하! 하하! 하하!","00년대,밴드,여자 가수,인디",ㅎㅎㅎㅆ,하하하쏭
Hey Hey Hey,자우림,https://singsonggame.s3.amazonaws.com/audios/HeyHeyHey_자우림_trimmed.mp3,"꽃다운 내가 그대의 마음을 채우고 (헤이, 헤이, 헤이)
향기가 한가득 하얀 도시를 채우고 (헤이, 헤이, 헤이)
어두운 날들이여 안녕, 외로운 눈물이여 안녕
이제는 행복해질 시간이라고 생각해 (헤이, 헤이, 헤이)
헤이, 헤이, 헤이 (헤이, 헤이, 헤이)
헤이, 헤이, 헤이 (헤이, 헤이, 헤이)
헤이, 헤이, 헤이 (헤이, 헤이, 헤이)
영원히 내곁에 눈뜨면 언제나
그대의 미소가 나를 웃게하지
영원히 내곁에 눈뜨면 언제나
그대의 미소가 나를 웃게하지
햇살이 한가득 파란 하늘을 채우고 (헤이, 헤이, 헤이)
꽃을 든 그대가 나의 마음을 채우고 (헤이, 헤이, 헤이)
어두운 날들이여 안녕, 외로운 눈물이여 안녕
이제는 행복해질 시간이라고 생각해 (헤이, 헤이, 헤이)","90년대,밴드,여자 가수,인디",hey ___ ___,heyheyhey
가질 수 없는 너,뱅크,https://singsonggame.s3.amazonaws.com/audios/가질수없는너_뱅크_trimmed.mp3,"술에 취한 네 목소리
문득 생각났다던 그 말
슬픈 예감 가누면서
네게로 달려갔던 날 그 밤
희미한 두 눈으로
날 반기며 넌 말했지
헤어진 그를 위해선
남아있는 네 삶도 버릴 수 있다고
며칠 사이 야윈 널 달래고
집으로 돌아오면서
마지막까지도 하지 못한 말
혼자서 되뇌었었지 (whoa)
사랑한다는 마음으로도
가질 수 없는 사람이 있어
나를 봐 이렇게 곁에 있어도
널 갖지 못하잖아
나나나나나 ooh 나나나나나","90년대,남자 가수,발라드",ㄱㅈ ㅅ ㅇㄴ ㄴ,가질수없는너
슈퍼맨,노라조,https://singsonggame.s3.amazonaws.com/audios/슈퍼맨_노라조_trimmed.mp3,"아들아, 지구를 부탁하노라
아버지, 걱정은 하지마세요
바지위에 팬티입고
오늘도 난 길을 나서네
아들아, 망토는 하고 가야지
아뿔싸, 어쩐지 허전하더라
파란타이즈에 빨간 팬티는
내 차밍 포인트
오늘도 달리고, 달리고, 달리고, 달리고
살리고, 살리고, 살리고, 살리고
돌아라, 지구 열두 바퀴
멋지구나, 잘생겼다, 대인배의 카리스마
사이즈가 장난 아니지?
유사품에 주의해요, 오각형에 S자야
위 아래로 스판 100%","00년대,남자 가수,댄스",ㅅㅍㅁ,슈퍼맨
형,노라조,https://singsonggame.s3.amazonaws.com/audios/형_노라조_trimmed.mp3,"삶이란 시련과 같은 말이야
고개좀 들고 어깨펴 짜샤
형도 그랬단다 죽고 싶었지만
견뎌보니 괜찮더라
마음껏 울어라 억지로 버텨라
내일은 내일의 해가 뜰테니
바람이 널 흔들고 소나기 널 적셔도
살아야 갚지 않겠니
더 울어라 젊은 인생아
져도 괜찮아 넘어지면 어때
살다보면 살아가다 보면
웃고 떠들며 이날을 넌 추억할테니
세상에 혼자라 느낄테지
그 마음 형도 다 알아 짜샤
사람을 믿었고 사람을 잃어버린자
어찌 너뿐이랴","10년대,남자 가수,댄스",ㅎ,형
사이다,노라조,https://singsonggame.s3.amazonaws.com/audios/사이다_노라조_trimmed.mp3,"답답하고 목이 메이고 물한잔 없는 사하라
맥혀맥혀맥혀맥혀 목이 꽉맥혀
맥혀맥혀맥혀맥혀 머리도 꽉맥혀
맥혀맥혀맥혀맥혀 윽 꽉맥혀
시원해 사랑해 너 좋아
매일보는 TV드라마 주인공 맨날 고구마
드라마뒤에 뉴스를보면 그건더 훨씬 고구마
맥혀맥혀맥혀맥혀 목이 꽉맥혀
맥혀맥혀맥혀맥혀 머리도 꽉맥혀
맥혀맥혀맥혀맥혀 윽 꽉맥혀
시원해 사랑해 너 좋아
맥혀맥혀맥혀맥혀 목이 꽉맥혀
맥혀맥혀맥혀맥혀 머리도 꽉맥혀
맥혀맥혀맥혀맥혀 윽 꽉맥혀
시원해 사랑해","10년대,남자 가수,댄스",ㅅㅇㄷ,사이다
카레,노라조,https://singsonggame.s3.amazonaws.com/audios/카레_노라조_trimmed.mp3,"노랗고, 매콤하고
향기롭지는 않지만 Taj Mahal
양파 넣고, 감자 넣고
소고기는 넣지 않아, namaste
아아 둘이 먹다 하나
죽어도 모르는 이 맛은
왼손으로 비비지 말고
오른손으로 돌려 먹어라
Right now
Oh, thank you, thank you
완전 좋아, ah, 레알 좋아
Shanti, shanti, yoga fire
인도, 인도, 인도 사이다
순한 맛 매콤한 맛
인도에도 없는 이 맛, Taj Mahal","10년대,남자 가수,댄스,케이팝",ㅋㄹ,카레
And July,헤이즈,https://singsonggame.s3.amazonaws.com/audios/AndJuly_헤이즈_trimmed.mp3,"약이라도 타놓은 걸까
Yeah (I said it's true)
평범한 네 목소리에 (I said it's true)
냉수를 들이켜도 쓴 커피를 마셔봐도
너무 달아, 이거 왜 이래
(I said it's) killin' me softly
일부터 열까지 네 과거들까지
빠삭하게 다 아는 내가
대체 뭔 바람에 이러는지
애써 뺑 돌려 말도 못하고
속이 터져 더위를 먹었다 하기엔
오래 됐는데 이거 원 (What?)
또 네 주위만 맴도네
(I can give you the world)
너만 내게로 온다면","10년대,발라드,여자 가수,케이팝,힙합",and ____,andjuly
비도 오고 그래서,헤이즈,https://singsonggame.s3.amazonaws.com/audios/비도오고그래서_헤이즈_trimmed.mp3,"생각이 나서 그래서 그랬던거지
별 의미 없지
오늘은 오랜만에 네 생각을 하는 날이야
일부러 난 너와 내가 담겨 있는 노랠 찾아
오늘은 슬프거나 우울해도 괜찮은 맘이야
어차피 이 밤이 다 지나가면은 별 수도 없이
난 또 한 동안은 널 잊고 살테니까
내 가슴 속에만 품고 살아갈테니까
생각이 나서 그래서 그랬던거지
별 의미 없지
우산 속에 숨어서 네 집을 지나쳐
그 날의 감정을 다시 느껴보고파서
떨어지는 빗물과 시계 초침 소리가
방 안 가득 채우면 그 때로 난 돌아가
차라리 난 이 비가 그치지 않았음 해","10년대,발라드,여자 가수,케이팝,힙합",ㅂㄷ ㅇㄱ ㄱㄹㅅ,비도오고그래서
내 맘을 볼수 있나요,헤이즈,https://singsonggame.s3.amazonaws.com/audios/내맘을볼수있나요_헤이즈_trimmed.mp3,"난 그대뿐이에요
그대 뒤에 나 있을게요
한걸음 뒤에서요
그댄 내 마음 모르죠
눈물이 글썽여요
그댈 보면 마음이 아프네요
혼자하는 사랑은
언젠가 다시 돌아가야 할 그곳을
홀로 걸어가겠죠
그런 내가 슬퍼요
모른척 하는 건가요?
그대 곁에 있는날
힘껏 소리쳐 불러봐도
마음의 소리니까
언젠가 다시 돌아가야 할 그곳을","10년대,발라드,여자 가수,케이팝,힙합",ㄴ ㅁㅇ ㅂㅅ ㅇㄴㅇ,내맘을볼수있나요
널 너무 모르고,헤이즈,https://singsonggame.s3.amazonaws.com/audios/널너무모르고_헤이즈_trimmed.mp3,"Groovy, everywhere
이제는 알아 말 안 해도
왜 이리도 쉬운 걸 몰랐을까? Yeah
이 옷들을 고를 시간에
30분 더 널 안아줄 걸
난 몰랐어 너의 맘의 크기도
옷 사이즈는 알았어도
널 웃음 짓게 하는 법도 까먹고
또 헛짚었어
차라리 내게 화냈다면
쌓이는 것 없이 말했다면, yeah
이렇게 네가 차갑지는 않았을 걸
끝이 나고서야 깨닫는 걸
네 맘도 모르고
네가 나에게서 멀어지고 있는 줄도","10년대,발라드,여자 가수,케이팝,힙합",ㄴ ㄴㅁ ㅁㄹㄱ,널너무모르고
저 별,헤이즈,https://singsonggame.s3.amazonaws.com/audios/저별_헤이즈_trimmed.mp3,"아니 날 보고 있지 않을까
아니 날 Yeah
지금 날 찾고 있진 않을까
아니 날 피해 가고 있을까
아니 날 Yeah
오늘따라 넌 더 희미해
그래서 이 밤은 내겐 무의미해
어두운 밤이 지나 아침이 온대도
구름에 가려 보이지 않을 때도
너 그 자리에 있단 걸 난 알아도
넌 내가 보이지 않을 때마다
항상 불안해했으니까
저 구름이 이제 비가 되어서
내리기만을 나는 기도해
아니 날 보고 있지 않을까","10년대,발라드,여자 가수,케이팝,힙합",ㅈ ㅂ,저별
바람기억,나얼,https://singsonggame.s3.amazonaws.com/audios/바람기억_나얼_trimmed.mp3,"바람 불어와 내 맘 흔들면
지나간 세월에 두 눈을 감아본다
나를 스치는 고요한 떨림
그 작은 소리에
난 귀를 기울여 본다
내 안에 숨쉬는
커버린 삶의 조각들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음 우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라
우리의 만남 우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라","10년대,남자 가수,발라드",ㅂㄹㄱㅇ,바람기억
가지마 가지마,나얼,https://singsonggame.s3.amazonaws.com/audios/가지마가지마_나얼_trimmed.mp3,"우리 함께했던 날들 그 기억들만 남아
너를 지워야만 내가 살 수 있을까
우리 함께했던 날들 자꾸만 너 떠올라
너를 보내야만 내가 살 수 있을까
(가지마) 떠나지마 제발
(가지마) 사랑하잖아
(가지마) 나 혼자 남겨두고
(제발 제발 제발) 가지마 가지마 가지마
아직 너를 위해 바보처럼 살아가는데
너는 어디에 네가 필요한데
Oh baby 내 사람아
이제 그만 내게 돌아와줘
장난처럼 그렇게 돌아와
항상 너만을 위해서 살아가고 싶지만
때론 그 사랑마저도 힘이 들잖아","10년대,남자 가수,발라드,케이팝",ㄱㅈㅁ ㄱㅈㅁ,가지마가지마
벌써 일년,나얼,https://singsonggame.s3.amazonaws.com/audios/벌써일년_나얼_trimmed.mp3,"처음이라 그래 며칠 뒤엔 괜찮아져
그 생각만으로 벌써 일 년이
너와 만든 기념일마다 슬픔은 나를 찾아와
처음 사랑 고백하며 설렌 수줍음과
우리 처음 만난 날 지나가고
너의 생일에 눈물의 케익
촛불 켜고서 축하해
I believe in you
I believe in your mind
벌써 일 년이 지났지만
일 년 뒤에도 그 일 년 뒤에도
널 기다려
너무 보고싶어 돌아와 줘 말 못 했어
널 보는 따뜻한 그의 눈빛과
니 왼손에 껴진 반지보다
빛난 니 얼굴 때문에","10년대,남자 가수,발라드",ㅂㅆ ㅇㄴ,벌써일년
귀로,나얼,https://singsonggame.s3.amazonaws.com/audios/귀로_나얼_trimmed.mp3,"안녕이란 말도 없이 사라진 그대
쉽게 흘려진 눈물 눈가에 가득히고여
거리는 온통 투명한 유리알속
그대 따뜻한 손이라도 잡아 볼 수만 있었다면
아직은 그대의 온기 남아 있겠지만
비바람이 부는 길가에 홀로 애태우는 이자리
두뺨엔 비바람만 차게 부는데
사랑한단 말을 못해도 안녕이란 말은 해야지
아무 말도없이 떠나간 그대가 정말 미워요
그대 따뜻한 손이라도 잡아볼 수만 있었다면
아직은 그대의 온기 남아 있겠지만
비바람이 부는 길가에 홀로 애태우는 이자리
두뺨엔 비바람만 차게 부는데
사랑한단 말은 못해도 안녕이란말은 해야지
아무 말도없이 떠나간 그대가 정말 미워요","00년대,남자 가수,발라드,케이팝",ㄱㄹ,귀로
서쪽 하늘,이승철,https://singsonggame.s3.amazonaws.com/audios/서쪽하늘_이승철_trimmed.mp3,"서쪽 하늘로 노을은 지고
이젠 슬픔이 돼 버린 그대를
다시 부를 수 없을 것 같아
또 한 번 불러보네
소리쳐 불러도 늘 허공에
부서져 돌아오는 너의 이름
이젠 더 견딜 힘조차 없게
날 버려두고 가지
사랑하는 날 떠나가는 날
하늘도 슬퍼서 울어준 날
빗속에 떠날 나였음을 넌 알고 있는 듯이
비가 오는 날엔
난 항상 널 그리워해
언젠간 널 다시 만나는
그 날을 기다리며","00년대,남자 가수,발라드",ㅅㅉ ㅎㄴ,서쪽하늘
아마추어,이승철,https://singsonggame.s3.amazonaws.com/audios/아마추어_이승철_trimmed.mp3,"살며 살아 가는 행복
눈을 뜨는 것도 숨이 벅찬것도
고된 하루가 있다는 행복을
나는 왜 몰랐을까
나나 나나 나나나 난나나나나
아직 모르는게 많아
내세울 것 없는 실수투성이
아직 넘어야 할 산은 많지만
그냥 즐기는거야 워
아무도 가르쳐 주지 않기에
모두가 처음 서 보기 때문에
우리는 세상이란 무대에선
모두다 같은 아마추어야","10년대,남자 가수,발라드",ㅇㅁㅊㅇ,아마추어
말리꽃,이승철,https://singsonggame.s3.amazonaws.com/audios/말리꽃_이승철_trimmed.mp3,"얼마나 더 견뎌야 하는지
짙은 어둠을 헤매고 있어
내가 바람 꿈이라는 것은 없는걸까
더 이상은 견딜 수 없는 것
지친 두 눈을 뜨는 것 마저
긴 한숨을 내쉬는것조차 난 힘들어
이렇게 난 쓰러진채로 끝나는 건 아닐까?
항상 두려웠지만
지금 내가 가야할 세상속에 네가 있기에
지쳐쓰러지며 되돌아가는
내 삶이 초라해 보인데도
죽어진 네 모습과 함께 한다면
이제 갈 수 있어
소중하게 남긴 너의 꿈들을
껴안아 네게 가져가려해
어두운 세상속에 숨쉴 날들이
이제 잊혀지도록","00년대,남자 가수,발라드",ㅁㄹㄲ,말리꽃
잊었니,이승철,https://singsonggame.s3.amazonaws.com/audios/잊었니_이승철_trimmed.mp3,"잊었니 날 잊어버렸니
그 수많은 추억들은 잊어버렸니
가슴은 널 향해 팔 벌려
오늘도 간신히 버티고 있는데
추억이 점점 빛바래가면
너와 거닐던 길에 우두커니 서
지우고 또 지우려 해도
네 숨결 목소리가 귓가에 들려
잊었니 날 잊어버렸니
아직 난 널 기다리잖아
사랑이 또 울고 있잖아
가슴엔 늘 눈물이 고여
지워도 자꾸 지우려 해도
그대 얼굴이 자꾸 떠오르네요","10년대,OST,남자 가수,발라드",ㅇㅇㄴ,잊었니
Never Ending Story,부활,https://singsonggame.s3.amazonaws.com/audios/NeverEndingStory_부활_trimmed.mp3,"저기 어딘가
오늘도 넌
숨 쉬고 있지만
너와 머물던
작은 의자 위엔
같은 모습의
바람이 지나네
너는 떠나며
마치 날 떠나가듯이
멀리
손을 흔들며
언젠간 추억에
남겨져 갈 거라고
그리워하면
언젠간 만나게 되는","00년대,남자 가수,발라드,밴드",never ______ _____,neverendingstory
사랑할수록,부활,https://singsonggame.s3.amazonaws.com/audios/사랑할수록_부활_trimmed.mp3,"한참 동안을 찾아가지 않은
저 언덕 넘어 거리엔
오래전 그 모습 그대로 넌
서 있을 것 같아
내 기억보단 오래 돼버린 얘기지
널 보던 나의 그 모습
이제는 내가 널 피하려고 하나
언젠가의 너처럼
이제 너에게 난 아픔이란 걸
너를 사랑하면 할수록
멀리 떠나가도록
스치듯 시간의 흐름 속에
내 기억보단 오래 돼버린 얘기지
널 보던 나의 그 모습
이제는 내가 널 피하려고 하나
언젠가의 너처럼","90년대,남자 가수,발라드,밴드",ㅅㄹㅎㅅㄹ,사랑할수록
희야,부활,https://singsonggame.s3.amazonaws.com/audios/희야_부활_trimmed.mp3,"희야 날 좀 바라봐
너는 나를 좋아했잖아
너는 비록 싫다고 말해도
나는 너의 마음 알아
사랑한다 말하고 떠나면
나의 마음 아파할까봐
뒤돌아 울며 싫다고 말하는
너의 모습 너무나 슬퍼
하얀 얼굴에 젖은
식어가는 너의 모습이
밤마다 꿈속에 남아
아직도 널 그리네
희야 날 좀 바라봐
너는 나를 좋아했잖아
너는 비록 싫다고 말해도
나는 너의 마음 알아","80년대,남자 가수,발라드,밴드",ㅎㅇ,희야
Lonely Night,부활,https://singsonggame.s3.amazonaws.com/audios/LonelyNight_부활_trimmed.mp3,"이런 시간엔 더 그리워
홀로 남는 이 순간
떠난 줄 알면서도 자꾸 떠오르는 너
왜 넌 그때 날 떠났을까?
너무 힘이든다던 그게 이유라면 이유일 수 있지만
나는 알 수 없는걸
Lonely Night Lonely Night
떠나던 그 모습이 남았던
Lonely Night so Lonely Night
기억 속에 남은 모습으로
이런 시간들이 외로워
모두 떠난 이 밤엔
잊으려고 해봐도
자꾸 떠오르는 너
왜 난 그때 널 보냈을까?
견딜 수도 없을 걸 알며
마음으로 애원했었지만
그저 바라보았어","90년대,남자 가수,발라드,밴드",lonely _____,lonelynight
생각이 나,부활,https://singsonggame.s3.amazonaws.com/audios/생각이나_부활_trimmed.mp3,"항상 난 생각이나 너에게 기대었던게
너는 아무 말 없이 나를 안고 있었고
그땐 난 몰랐지만 넌 홀로 힘겨워하던
그 모습이 자꾸 생각이나
아주 오랜 후에야 내가 알 수 있었던 건
나를 안고 있지만 너도 힘겨워했지
항상 나에게 웃으며 넌 다가왔지만
나에게 항상 넌 기대고 싶었음을
꿈 속에선 보이나봐 꿈이니까 만나나봐
그리워서 너무 그리워 꿈 속에만 있는가봐
힘겨워했었던 날이 시간이 흘러간 후엔
아름다운 너로 꿈 속에선 보이나봐
아주 오랜 후에야 내가 알 수 있었던 건
나를 안고 있지만 너도 힘겨워했지
항상 나에게 웃으며 넌 다가왔지만
나에게 항상 넌 기대고 싶었단 걸 몰랐기에","00년대,OST,남자 가수,발라드,밴드",ㅅㄱㅇㄴ,생각이나
보고 싶다,김범수,https://singsonggame.s3.amazonaws.com/audios/보고싶다_김범수_trimmed.mp3,"아무리 기다려도 난 못가
바보처럼 울고 있는 너의 곁에
상처만 주는 나를 왜 모르고
기다리니 떠나가란 말야
보고싶다 보고싶다
이런 내가 미워질만큼
울고싶다 네게 무릎 꿇고
모두 없던일이 될수 있다면
미칠듯 사랑했던 기억이
추억들이 너를 찾고 있지만
더 이상 사랑이란 변명에
너를 가둘수 없어
이러면 안되지만
죽을만큼 보고싶다
이런 내가 미워질만큼","00년대,남자 가수,발라드,케이팝",ㅂㄱ ㅅㄷ,보고싶다
끝사랑,김범수,https://singsonggame.s3.amazonaws.com/audios/끝사랑_김범수_trimmed.mp3,"내가 이렇게 아픈데
그댄 어떨까요
원래 떠나는 사람이
더 힘든 법인데
아무 말하지 말아요
그대 마음 알아요
간신히 참고 있는 날
울게 하지 마요
이별은 시간을 멈추게 하니까
모든걸 빼앗고 추억만 주니까
아무리 웃어 보려고
안간힘 써 봐도
밥 먹다가도 울겠지만
그대 오직 그대만이
지금부터 달라질 수 없는","10년대,남자 가수,발라드",ㄲㅅㄹ,끝사랑
나타나,김범수,https://singsonggame.s3.amazonaws.com/audios/나타나_김범수_trimmed.mp3,"두 눈을 감고 누우면
왜 니 얼굴이 떠올라
별 일 아닌듯 하다가
가슴이 내려 앉다가
스치는 일인게 아니라는걸
그것만은 분명한가봐
사랑인가봐
내 모습이 부족하다고 느낀 적 없었어
하루 끝자락이 아쉬운 적도 없었어
근데 말야 좀 이상해 뭔가
빈 틈이 생겨버렸나봐
니가와야 채워지는 틈이 이상해
삶은 다 살아야 아는건지
아직 이럴 맘이 남긴 했었는지
세상 가장 나 쉽게 봤던","10년대,OST,남자 가수,발라드",ㄴㅌㄴ,나타나
늦은 밤 너의 집 앞 골목길에서,노을,https://singsonggame.s3.amazonaws.com/audios/늦은밤너의집앞골목길에서_노을_trimmed.mp3,"오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어
그런데 이게 뭐랄까 난
난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어","10년대,남자 가수,발라드",ㄴㅇ ㅂ ㄴㅇ ㅈ ㅇ ㄱㅁㄱㅇㅅ,늦은밤너의집앞골목길에서
목소리,노을,https://singsonggame.s3.amazonaws.com/audios/목소리_노을_trimmed.mp3,"﻿너무 보고 싶어서
가만히 너를 떠올려 보기도 했어
기억 속 네가 흐려진 만큼
잊혀진 거라 믿었어
지워질 거라고
하지만 지날수록 너의 그 모습보다
아련한 향기보다 그리워
단 한 번만 다시 들을 수 없을까
귓가에 맴도는 네 목소리
이렇게 너를 부르면
언젠간 들을 수가 있을까
사랑한 날의 네 목소리","10년대,남자 가수,발라드,케이팝",ㅁㅅㄹ,목소리
그리워 그리워,노을,https://singsonggame.s3.amazonaws.com/audios/그리워그리워_노을_trimmed.mp3,"늦은 저녁 하루를 보내고
찬바람에 창문을 닫으니
아득하게 조용한 방에서
아주 작은 조명 하나를 켜놓고
어둑해진 밖을 바라보니
문득 너무도 슬퍼지네
매일 듣는 노래 list 엔
하나같이 다 우리 얘기뿐
이별은 모두 다 같으니까 oh
다시 조심스럽게 행복했던 날
아름답던 너를 그려보니
나도 모르게 눈물이 나네
그리워 그리워
니가 너무나 그리워서
보고 싶어서
잊고 싶지 않아서
잊을 수가 없어서
못해준 게 너무 많아서 더 그리워","10년대,남자 가수,발라드",ㄱㄹㅇ ㄱㄹㅇ,그리워그리워
하지 못한 말,노을,https://singsonggame.s3.amazonaws.com/audios/하지못한말_노을_trimmed.mp3,"오늘 같이 찬바람이 불어오면
생각이 나는 그사람
그저 힘들었던 아픔도
계절을 타고 좋았던 기억들만 남고
해질녘 노을진 한강을 보니
생각이 나는 그 사람
잊어야겠지 그래야겠지
보내야겠지
좋은 사람 만나 웃으며 더 사랑받으며 살아
잘해주지 못한 내 못난 기억은 잊고살아
힘들던 날의 기억들 행복했던 날의 추억
고마웠다고 미안하다고 oh no
비틀대며 집으로 가는 그 길에
나 많이도 울어봤고
파랗게 멍든 하늘 보며
내 속 깊은 곳도 같이 멍들고","10년대,남자 가수,발라드",ㅎㅈ ㅁㅎ ㅁ,하지못한말
너는 어땠을까,노을,https://singsonggame.s3.amazonaws.com/audios/너는어땠을까_노을_trimmed.mp3,"언제부터인지 습관처럼 연락하고
마주한 시간이 더는 설레질 않아
하루 종일 반복되는 다툼까지도
사소하게 쌓인 오해마저
어떤 말로 풀어야 하는지
익숙한 탓인지 조금은 지겹기도 해
혼자인 시간이 가끔은 그립기도 해
하루 종일 궁금하던 너의 안부도
더는 쉽게 물어볼 수 없는
그런 감정에 하루를 살아
넌 어떻게 지내는 건지
혹시 나와 같은 지 바쁜 일상 속에
내 생각 같은 건 하지 않는지
날 만나 사랑했던 걸
후회하진 않는지 끝이라는 게
생각보다 쉬운 일인 건 아닌지","10년대,남자 가수,발라드",ㄴㄴ ㅇㄸㅇㄲ,너는어땠을까
청혼,노을,https://singsonggame.s3.amazonaws.com/audios/청혼_노을_trimmed.mp3,"기다리란 말만 하면서
외면했죠 오랜 시간
조금 기다리면 그때가
올거라고 Someday
(그대 원하는) 그 말을 다 알면서
(얼마나 오래) 기다린 줄 알면서
이제야 말하네요
You don't have to cry
울지 말아요 고개 들어봐요 이젠 웃어봐요
I will make you smile
행복만 줄게요 언제나 그대 곁에서 영원히
Don't be afraid 모두 잘 될 거예요","00년대,남자 가수,발라드",ㅊㅎ,청혼
전부 너였다,노을,https://singsonggame.s3.amazonaws.com/audios/전부너였다_노을_trimmed.mp3,"가슴을 떼어 놓은채 살 순 없나요
아무런 느낌도 없는 채로
눈물을 닦을 힘도 숨쉴 힘도
이제는 나 없죠
그대는 숨죽여 속으로 울겠죠
나보다 더 힘들겠죠
다음이 또 있다면 그땐 늦지 않게
마음껏 더 사랑할텐데
내가 살아온 모든 행복을 더해도
우리의 짧은 날만 못하죠
어떻게 잊을까요 어떻게 견뎌낼까요
나는 기도해요 사랑이 우스운 나이까지
단숨에 흘러가길","10년대,남자 가수,발라드",ㅈㅂ ㄴㅇㄷ,전부너였다
Abracadabra,브라운 아이드 걸스,https://singsonggame.s3.amazonaws.com/audios/Abracadabra_브라운아이드걸스_trimmed.mp3,"이러다 미쳐 내가, 여리여리 착하던 그런 내가
너 때문에 돌아 내가, 독한 나로 변해 내가
널 닮은 인형에다 주문을 또 걸어 내가
그녀와 찢어져 달라고, 고
Every night I'll be with you
Do you love her? Do you love her?
매일 너의 꿈속에
Do you love me? Do you love me?
Bring, bring 너를 내게 가져다줘
뭐라도 난 하겠어, 더한 것도 하겠어
빙빙 도는 나의 fantasy에
모든 걸 걸겠어, 널 내가 내가 갖겠어
못 참아 더는 내가, 이러다가 정신을 놓쳐 내가
도대체 왜 너란 애가 내 마음에 박혀 니가
찢겨진 사진에다 주문을 또 걸어 내가
그녀가 떨어져 달라고, 고","10년대,댄스,여자 가수,여자 아이돌,케이팝",a__________,abracadabra
어쩌다,브라운 아이드 걸스,https://singsonggame.s3.amazonaws.com/audios/어쩌다_브라운아이드걸스_trimmed.mp3,"어쩌다 어쩌다 어쩌다
널 사랑하게 됐는지 내가 왜 이 꼴이 됐는지 yeah
어쩌다 어쩌다 어쩌다
내 맘 다 타버렸는지 내가 이런 바보였는지
이거 참 이럴 줄은 몰랐어
오늘도 난 지쳐 너만 기다리다
너 때문에 눈물 쏙 뺀 여자들
그 중에 하나가 되기는 싫었어
너를 바라보다 아차 싶었어
다잡았던 내 맘 놓치고 말았어
그런 나를 부르면 oh my honey
일분 일초만에 네 앞에 있는 나
너무 멋진 멋진 그대
널 바라보면 어질어질해 ooh
너무 나쁜 나쁜 그대
다 모르는 척 웃고만 있네 baby","00년대,댄스,여자 가수,여자 아이돌,케이팝",ㅇㅉㄷ,어쩌다
